_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,current_document,description,id,iteration,query,query_id,this_document_is_gold,this_document_is_gold_reason,username
2108274752,1/20/2019 16:53:46,false,4445610578,,1/20/2019 16:53:07,false,elite,0.875,43825820,GBR,N1,Cannock,79.66.67.246,valid,,"
Verizon Wireless was formed in 2000 and it's the biggest wireless telecommunications provider today in the United States.They operates a robust and far-reaching 4G LTE network and a CDMA network.Verizon offers a wide range of basic cell phones, smartphones and basic handsets. In a cellular network, each cell uses a different set of frequencies from neighbouring cells. In a cellular network, each cell uses a different set of frequencies from neighboring cells. Verizon also offers the Edge program, which provide you the possibility to buy a full price cell phone with ""no-contract plan"", with 24 installments, interest free. after 6 months, you may upgrade your phone, given you pay half of the device cost and return your old cellular device.
",Find information about cell phones and cellular service providers.,,2019-01-20-00-01-27-433243,cell phones,034_0,,,dummy_doc_034_3
2108274752,1/20/2019 16:55:08,false,4445613189,,1/20/2019 16:54:11,false,elite,1.0,44321205,USA,NY,Rochester,216.126.193.3,valid,,"
Verizon Wireless was formed in 2000 and it's the biggest wireless telecommunications provider today in the United States.They operates a robust and far-reaching 4G LTE network and a CDMA network.Verizon offers a wide range of basic cell phones, smartphones and basic handsets. In a cellular network, each cell uses a different set of frequencies from neighbouring cells. In a cellular network, each cell uses a different set of frequencies from neighboring cells. Verizon also offers the Edge program, which provide you the possibility to buy a full price cell phone with ""no-contract plan"", with 24 installments, interest free. after 6 months, you may upgrade your phone, given you pay half of the device cost and return your old cellular device.
",Find information about cell phones and cellular service providers.,,2019-01-20-00-01-27-433243,cell phones,034_0,,,dummy_doc_034_3
2108274752,1/20/2019 17:02:32,false,4445627287,,1/20/2019 17:01:20,false,elite,0.875,45026820,USA,NM,Albuquerque,207.188.179.76,valid,,"
Verizon Wireless was formed in 2000 and it's the biggest wireless telecommunications provider today in the United States.They operates a robust and far-reaching 4G LTE network and a CDMA network.Verizon offers a wide range of basic cell phones, smartphones and basic handsets. In a cellular network, each cell uses a different set of frequencies from neighbouring cells. In a cellular network, each cell uses a different set of frequencies from neighboring cells. Verizon also offers the Edge program, which provide you the possibility to buy a full price cell phone with ""no-contract plan"", with 24 installments, interest free. after 6 months, you may upgrade your phone, given you pay half of the device cost and return your old cellular device.
",Find information about cell phones and cellular service providers.,,2019-01-20-00-01-27-433243,cell phones,034_0,,,dummy_doc_034_3
2108274752,1/20/2019 17:05:08,false,4445632051,,1/20/2019 17:04:10,false,clixsense,1.0,35849301,USA,NY,New York,142.255.55.251,valid,,"
Verizon Wireless was formed in 2000 and it's the biggest wireless telecommunications provider today in the United States.They operates a robust and far-reaching 4G LTE network and a CDMA network.Verizon offers a wide range of basic cell phones, smartphones and basic handsets. In a cellular network, each cell uses a different set of frequencies from neighbouring cells. In a cellular network, each cell uses a different set of frequencies from neighboring cells. Verizon also offers the Edge program, which provide you the possibility to buy a full price cell phone with ""no-contract plan"", with 24 installments, interest free. after 6 months, you may upgrade your phone, given you pay half of the device cost and return your old cellular device.
",Find information about cell phones and cellular service providers.,,2019-01-20-00-01-27-433243,cell phones,034_0,,,dummy_doc_034_3
2108274752,1/20/2019 17:06:30,false,4445634629,,1/20/2019 17:05:15,false,instagc,1.0,44197246,GBR,E4,Maldon,86.143.239.200,valid,,"
Verizon Wireless was formed in 2000 and it's the biggest wireless telecommunications provider today in the United States.They operates a robust and far-reaching 4G LTE network and a CDMA network.Verizon offers a wide range of basic cell phones, smartphones and basic handsets. In a cellular network, each cell uses a different set of frequencies from neighbouring cells. In a cellular network, each cell uses a different set of frequencies from neighboring cells. Verizon also offers the Edge program, which provide you the possibility to buy a full price cell phone with ""no-contract plan"", with 24 installments, interest free. after 6 months, you may upgrade your phone, given you pay half of the device cost and return your old cellular device.
",Find information about cell phones and cellular service providers.,,2019-01-20-00-01-27-433243,cell phones,034_0,,,dummy_doc_034_3
2108274753,1/20/2019 17:09:36,false,4445640020,,1/20/2019 17:08:49,false,instagc,0.875,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. For ages, horse hooves have been used to protect one of mans best companion and with time several times of horse hooves have been developed: running hooves, sport hooves, medical hooves, jumping hooves and more. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_0,,,dummy_doc_051_2
2108274753,1/20/2019 17:14:51,false,4445649224,,1/20/2019 17:14:10,false,elite,1.0,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. For ages, horse hooves have been used to protect one of mans best companion and with time several times of horse hooves have been developed: running hooves, sport hooves, medical hooves, jumping hooves and more. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_0,,,dummy_doc_051_2
2108274753,1/20/2019 17:17:21,false,4445653956,,1/20/2019 17:16:11,false,elite,1.0,44321377,USA,NY,Rochester,216.126.193.3,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. For ages, horse hooves have been used to protect one of mans best companion and with time several times of horse hooves have been developed: running hooves, sport hooves, medical hooves, jumping hooves and more. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_0,,,dummy_doc_051_2
2108274753,1/20/2019 17:17:30,false,4445654242,,1/20/2019 17:17:08,false,instagc,1.0,34609243,USA,OH,Columbus,74.199.22.154,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. For ages, horse hooves have been used to protect one of mans best companion and with time several times of horse hooves have been developed: running hooves, sport hooves, medical hooves, jumping hooves and more. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_0,,,dummy_doc_051_2
2108274753,1/20/2019 17:18:15,false,4445655688,,1/20/2019 17:15:24,false,instagc,0.875,43294773,GBR,X4,Caerphilly,5.71.223.221,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. For ages, horse hooves have been used to protect one of mans best companion and with time several times of horse hooves have been developed: running hooves, sport hooves, medical hooves, jumping hooves and more. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_0,,,dummy_doc_051_2
2108274754,1/20/2019 17:08:48,false,4445638743,,1/20/2019 17:07:38,false,instagc,0.875,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_2,,,dummy_doc_051_2
2108274754,1/20/2019 17:09:58,false,4445640700,,1/20/2019 17:08:30,false,elite,1.0,44321263,USA,NY,Rochester,216.126.193.3,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_2,,,dummy_doc_051_2
2108274754,1/20/2019 17:14:07,false,4445647856,,1/20/2019 17:12:46,false,elite,1.0,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_2,,,dummy_doc_051_2
2108274754,1/20/2019 17:16:09,false,4445651627,,1/20/2019 17:14:57,false,elite,1.0,44321377,USA,NY,Rochester,216.126.193.3,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_2,,,dummy_doc_051_2
2108274754,1/20/2019 17:17:55,false,4445655043,,1/20/2019 17:12:09,false,elite,1.0,44943183,USA,FL,Miami,173.44.36.179,valid,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",,2019-01-20-00-01-27-433243,horse hooves,051_2,,,dummy_doc_051_2
2108274755,1/20/2019 17:34:11,false,4445691959,,1/20/2019 17:33:26,false,elite,1.0,43934503,USA,CA,Los Angeles,216.144.237.75,valid,,"
Wilson has long been a trusted name in CB antennas.
Whether it’s a new, upgrade, or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster.
including the most popular magnet mount antennas on the market. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_1
2108274755,1/20/2019 17:37:05,false,4445697697,,1/20/2019 17:35:15,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,keywordstuffed,,"
Wilson has long been a trusted name in CB antennas.
Whether it’s a new, upgrade, or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster.
including the most popular magnet mount antennas on the market. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_1
2108274755,1/20/2019 17:38:48,false,4445701043,,1/20/2019 17:38:04,false,elite,0.875,44168181,USA,CA,Los Angeles,216.144.237.75,valid,,"
Wilson has long been a trusted name in CB antennas.
Whether it’s a new, upgrade, or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster.
including the most popular magnet mount antennas on the market. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_1
2108274755,1/20/2019 17:40:34,false,4445704486,,1/20/2019 17:39:20,false,clixsense,0.875,25295869,USA,MD,Annapolis,68.134.215.227,valid,,"
Wilson has long been a trusted name in CB antennas.
Whether it’s a new, upgrade, or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster.
including the most popular magnet mount antennas on the market. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_1
2108274755,1/20/2019 17:41:18,false,4445705936,,1/20/2019 17:39:48,false,neodev,1.0,43628457,USA,GA,Atlanta,107.150.30.171,valid,,"
Wilson has long been a trusted name in CB antennas.
Whether it’s a new, upgrade, or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster.
including the most popular magnet mount antennas on the market. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a unique grounding wire for situations were a high SWR cannot be remedied.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_1
2108274756,1/20/2019 17:25:59,false,4445670404,,1/20/2019 17:25:29,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,keywordstuffed,,"
 Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. When it comes to magnet mount antennas, we typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.  Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_2
2108274756,1/20/2019 17:32:40,false,4445689133,,1/20/2019 17:32:06,false,elite,1.0,43934503,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. When it comes to magnet mount antennas, we typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.  Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_2
2108274756,1/20/2019 17:33:24,false,4445690501,,1/20/2019 17:31:48,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,keywordstuffed,,"
 Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. When it comes to magnet mount antennas, we typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.  Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_2
2108274756,1/20/2019 17:35:11,false,4445694072,,1/20/2019 17:34:12,false,neodev,0.875,43934425,USA,GA,Atlanta,104.129.18.212,keywordstuffed,,"
 Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. When it comes to magnet mount antennas, we typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.  Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_2
2108274756,1/20/2019 17:36:00,false,4445695582,,1/20/2019 17:35:22,false,elite,0.875,44168181,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. When it comes to magnet mount antennas, we typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. If you need something a little taller we also have the Wilson 1000 and 5000 antennas. Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.  Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_2
2108274757,1/20/2019 17:07:37,false,4445636736,,1/20/2019 17:06:32,false,instagc,0.875,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"
 Pressure Washers are a 'Must-Have' Multi-Purpose cleaning tool for every home owner!

Pressure washers (or power washers) easily clean decks, patios, driveways, siding, sheds, outdoor power equipment and more.

We supply performance-oriented pressure washers in a range of different sizes, configurations and horsepowers.
We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

Our inventory includes washers flow rate of  1 – 5 GPM and pressure of 1000 – 3500 PSI.

We have all the top brands for you including Karcher, Generac and even Simpson.

All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil.
Not to mention a wide range of spray tips and power wash concentrates.
",Where can I buy replacement parts for pressure washers?,,2019-01-20-00-01-27-433243,pressure washers,195_0,,,dummy_doc_195_2
2108274757,1/20/2019 17:08:27,false,4445638187,,1/20/2019 17:07:31,false,elite,1.0,44321263,USA,NY,Rochester,216.126.193.3,valid,,"
 Pressure Washers are a 'Must-Have' Multi-Purpose cleaning tool for every home owner!

Pressure washers (or power washers) easily clean decks, patios, driveways, siding, sheds, outdoor power equipment and more.

We supply performance-oriented pressure washers in a range of different sizes, configurations and horsepowers.
We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

Our inventory includes washers flow rate of  1 – 5 GPM and pressure of 1000 – 3500 PSI.

We have all the top brands for you including Karcher, Generac and even Simpson.

All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil.
Not to mention a wide range of spray tips and power wash concentrates.
",Where can I buy replacement parts for pressure washers?,,2019-01-20-00-01-27-433243,pressure washers,195_0,,,dummy_doc_195_2
2108274757,1/20/2019 17:10:33,false,4445641748,,1/20/2019 17:07:37,false,instagc,1.0,44197246,GBR,E4,Maldon,86.143.239.200,valid,,"
 Pressure Washers are a 'Must-Have' Multi-Purpose cleaning tool for every home owner!

Pressure washers (or power washers) easily clean decks, patios, driveways, siding, sheds, outdoor power equipment and more.

We supply performance-oriented pressure washers in a range of different sizes, configurations and horsepowers.
We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

We carry Gas Power Washers as well as Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.

Our inventory includes washers flow rate of  1 – 5 GPM and pressure of 1000 – 3500 PSI.

We have all the top brands for you including Karcher, Generac and even Simpson.

All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil.
Not to mention a wide range of spray tips and power wash concentrates.
",Where can I buy replacement parts for pressure washers?,,2019-01-20-00-01-27-433243,pressure washers,195_0,,,dummy_doc_195_2
